Year,Country,Registration,VAP Turnout,Voting age population,Compulsory Voting,Registration Ratio,Election Type,Voter Turnout
2017,Chile,14347288.0,0.4974,13472122.0,0,1.064961258515919,Presidential,0.4672
2013,Chile,13573143.0,0.45740000000000003,12456705.0,0,1.0896254667666931,Presidential,0.41979999999999995
2013,Chile,13573143.0,0.5378000000000001,12456705.0,0,1.0896254667666931,Presidential,0.4935
2010,Chile,8285186.0,0.5914,12180403.0,1,0.6802062296296765,Presidential,0.8694
2009,Chile,8285186.0,0.5964,12180403.0,1,0.6802062296296765,Presidential,0.8768
2006,Chile,8220897.0,0.6325999999999999,11322769.0,1,0.7260500501246647,Presidential,0.8712000000000001
2005,Chile,8220897.0,0.6365,11322769.0,1,0.7260500501246647,Presidential,0.8767
2000,Chile,8084476.0,0.7236,10126098.0,1,0.7983801855364229,Presidential,0.9063
1999,Chile,8084476.0,0.7181000000000001,10126098.0,1,0.7983801855364229,Presidential,0.8995000000000001
1993,Chile,8085439.0,0.8147,8978450.0,1,0.900538400280672,Presidential,0.9047
1989,Chile,7556613.0,0.8629000000000001,8295040.0,1,0.9109796938893604,Presidential,0.9472
1970,Chile,3539747.0,0.5527000000000001,5346000.0,1,0.6621300037411149,Presidential,0.8347
1964,Chile,2915121.0,0.5519,4585680.0,1,0.6357009211283823,Presidential,0.8681
1958,Chile,1497493.0,0.3107,4023800.0,1,0.37215890451811723,Presidential,0.835
1952,Chile,1105029.0,0.2782,3439980.0,1,0.3212312280885354,Presidential,0.8661
1946,Chile,631257.0,0.1522,3149400.0,1,0.20043722613831205,Presidential,0.7593000000000001
2022,Colombia,38819901.0,0.508,36245040.0,0,1.0710403685580152,Parliamentary,0.4743
2018,Colombia,36493318.0,0.5217,34279624.0,0,1.0645775461247766,Parliamentary,0.49
2014,Colombia,32835856.0,0.45880000000000004,31189403.0,0,1.0527888590878127,Parliamentary,0.43579999999999997
2010,Colombia,29853299.0,0.4407,29641389.0,0,1.0071491251641413,Parliamentary,0.4375
2006,Colombia,26595171.0,0.3942,27312870.0,0,0.9737230470470515,Parliamentary,0.40490000000000004
2002,Colombia,24000636.0,0.40619999999999995,25082839.0,0,0.9568548440629069,Parliamentary,0.42450000000000004
1998,Colombia,20000000.0,0.4047,22236403.0,0,0.8994260447609265,Parliamentary,0.45
1994,Colombia,17003195.0,0.2918,21057200.0,0,0.8074765400908003,Parliamentary,0.3614
1991,Colombia,15037526.0,0.2561,19376190.0,0,0.7760827076943403,Parliamentary,0.33
1990,Colombia,13793566.0,0.40049999999999997,19057000.0,0,0.7238057406727186,Parliamentary,0.5533
1986,Colombia,15839754.0,0.41100000000000003,16813440.0,0,0.9420888289368505,Parliamentary,0.4362
1982,Colombia,13721607.0,0.3875,14410700.0,0,0.9521818509857258,Parliamentary,0.40700000000000003
1978,Colombia,12519719.0,0.3075,13591850.0,0,0.9211195679763976,Parliamentary,0.33390000000000003
1974,Colombia,8925330.0,0.484,10538000.0,0,0.8469662174985766,Parliamentary,0.5714
1970,Colombia,7666716.0,0.4596,8659200.0,0,0.8853838691796009,Parliamentary,0.5192
1968,Colombia,6696723.0,0.3071,8130300.0,0,0.8236747721486292,Parliamentary,0.3728
1966,Colombia,6609639.0,0.385,7634200.0,0,0.8657932723795552,Parliamentary,0.4447
1964,Colombia,6135628.0,0.35729999999999995,6327940.0,0,0.9696090670897638,Parliamentary,0.3685
1962,Colombia,5338868.0,0.4982,6202980.0,0,0.8606940535033162,Parliamentary,0.5788
1960,Colombia,4397541.0,0.42840000000000006,5935440.0,0,0.740895535967005,Parliamentary,0.5782
1958,Colombia,5365191.0,0.6504000000000001,5679240.0,0,0.944702284108437,Parliamentary,0.6884999999999999
1949,Colombia,2773804.0,0.3457,5066900.0,0,0.547436104916221,Parliamentary,0.6315999999999999
1947,Colombia,2613586.0,0.3036,4850700.0,0,0.5388059455336344,Parliamentary,0.5635
1945,Colombia,2279510.0,0.1886,4645080.0,0,0.49073643510983667,Parliamentary,0.38420000000000004
2022,Colombia,39002239.0,0.626,36245040.0,0,1.0760710706899481,Presidential,0.5817
2022,Colombia,39002239.0,0.5916,36245040.0,0,1.0760710706899481,Presidential,0.5498
2018,Colombia,36783940.0,0.5692,34279624.0,0,1.0730555270967965,Presidential,0.5304
2018,Colombia,36783940.0,0.5728,34279624.0,0,1.0730555270967965,Presidential,0.5338
2014,Colombia,32975158.0,0.5242,30134194.0,0,1.0942770860239368,Presidential,0.4797
2014,Colombia,32975158.0,0.4388,30134194.0,0,1.0942770860239368,Presidential,0.40090000000000003
2010,Colombia,29983279.0,0.4486,29641389.0,0,1.0115342098172255,Presidential,0.4435
2010,Colombia,29983279.0,0.4987,29641389.0,0,1.0115342098172255,Presidential,0.493
2006,Colombia,26731700.0,0.4415,27312870.0,0,0.9787217527854085,Presidential,0.4511
2002,Colombia,24208150.0,0.4483,25082839.0,0,0.9651279904958127,Presidential,0.4645
1998,Colombia,20857801.0,0.5512,22236403.0,0,0.9380024727920249,Presidential,0.5876
1998,Colombia,20856150.0,0.48350000000000004,22236403.0,0,0.9379282251720299,Presidential,0.5155
1994,Colombia,17146597.0,0.3527,21057200.0,0,0.8142866572953669,Presidential,0.43320000000000003
1994,Colombia,17146597.0,0.27649999999999997,21057200.0,0,0.8142866572953669,Presidential,0.3395
1990,Colombia,13903324.0,0.3173,19057000.0,0,0.7295651991394239,Presidential,0.435
2025,Comoros,338940.0,0.40159999999999996,559239.0,0,0.6060736107460316,Parliamentary,0.6627
2020,Comoros,313647.0,0.4127,474387.0,0,0.6611627215754226,Parliamentary,0.6242
2015,Comoros,274505.0,0.4941,396380.0,0,0.6925298955547706,Parliamentary,0.7134999999999999
1987,Comoros,340000.0,1.0064,219600.0,0,1.5482695810564664,Parliamentary,0.65
1978,Comoros,191468.0,0.8645999999999999,167440.0,0,1.143502150023889,Parliamentary,0.7561
2024,Comoros,338940.0,0.3522,543192.0,0,0.6239782618300711,Presidential,0.5644
2019,Comoros,309137.0,0.3614,460567.0,0,0.671209617710344,Presidential,0.5384
2016,Comoros,301006.0,0.4829,422725.0,0,0.7120610325861967,Presidential,0.6781
2010,Comoros,384358.0,0.5613,361536.0,0,1.0631251106390511,Presidential,0.528
2006,Comoros,310177.0,0.5214,340640.0,0,0.910571277595115,Presidential,0.5726
2002,Comoros,150867.0,0.3799,302919.0,0,0.4980440315727967,Presidential,0.7628
1996,Comoros,290000.0,0.5906,304200.0,0,0.9533201840894149,Presidential,0.6195
1990,Comoros,315391.0,0.7779,244350.0,0,1.2907346020053203,Presidential,0.6027
2018,"Congo, Democratic Republic of",40371439.0,0.4153,44138661.0,1,0.91465028810004,Parliamentary,0.45399999999999996
2011,"Congo, Democratic Republic of",32024640.0,0.5556,34036859.0,1,0.940881178254433,Parliamentary,0.5905
2006,"Congo, Democratic Republic of",25420199.0,0.6136,29121042.0,1,0.8729151587364216,Parliamentary,0.7029000000000001
2023,"Congo, Democratic Republic of",43955181.0,0.34,53073462.0,1,0.8281950968263574,Presidential,0.4105
2018,"Congo, Democratic Republic of",40371439.0,0.4153,44138661.0,1,0.91465028810004,Presidential,0.45399999999999996
2011,"Congo, Democratic Republic of",32024640.0,0.5556,34036859.0,1,0.940881178254433,Presidential,0.5905
2006,"Congo, Democratic Republic of",25420199.0,0.5706,29121042.0,1,0.8729151587364216,Presidential,0.6536
2006,"Congo, Democratic Republic of",25420199.0,0.6157,29121042.0,0,0.8729151587364216,Presidential,0.7054
2022,Cook Islands,11458.0,,,0,,Parliamentary,0.7704000000000001
2018,Cook Islands,10917.0,,,0,,Parliamentary,0.7912
2014,Cook Islands,10394.0,,,0,,Parliamentary,0.8109000000000001
2010,Cook Islands,10346.0,1.1297,7584.0,0,1.3641877637130801,Parliamentary,0.8281000000000001
2006,Cook Islands,9772.0,1.0170000000000001,8355.0,0,1.1695990424895273,Parliamentary,0.8695
1999,Cook Islands,10600.0,0.8725,10808.0,0,0.9807549962990377,Parliamentary,0.8896
2022,Costa Rica,3491078.0,0.5489,3857810.0,1,0.9049377755773353,Parliamentary,0.6065
2018,Costa Rica,3322329.0,0.5979,3643021.0,1,0.9119708615459532,Parliamentary,0.6556000000000001
2014,Costa Rica,3065667.0,0.6435,3257662.0,1,0.9410635603079754,Parliamentary,0.6838
2010,Costa Rica,2822491.0,0.6225999999999999,3132986.0,1,0.9008948651542011,Parliamentary,0.6911
2006,Costa Rica,2156572.0,0.5401,2600473.0,1,0.829299900441189,Parliamentary,0.6513
2002,Costa Rica,2279851.0,0.6704000000000001,2340978.0,1,0.9738882637940212,Parliamentary,0.6884
1998,Costa Rica,2045980.0,0.7372,1942346.0,1,1.0533550665020548,Parliamentary,0.6999
1994,Costa Rica,1881348.0,0.8420000000000001,1811890.0,1,1.0383345567335764,Parliamentary,0.8109000000000001
1990,Costa Rica,1692050.0,0.8506999999999999,1626900.0,1,1.040045485278751,Parliamentary,0.8179000000000001
1986,Costa Rica,1486474.0,0.7475,1626900.0,1,0.91368492224476,Parliamentary,0.8181
1982,Costa Rica,1261127.0,0.7901,1254960.0,1,1.0049141008478357,Parliamentary,0.7862
1978,Costa Rica,1058455.0,0.7522,1142100.0,1,0.9267621048944926,Parliamentary,0.8116
1974,Costa Rica,875041.0,0.7139,979200.0,1,0.8936284722222222,Parliamentary,0.7989
1970,Costa Rica,675285.0,0.7570999999999999,743200.0,1,0.9086181377825618,Parliamentary,0.8331999999999999
1966,Costa Rica,554627.0,0.698,646800.0,1,0.8574938157081015,Parliamentary,0.8140000000000001
1962,Costa Rica,483980.0,0.7149,547600.0,1,0.8838203067932797,Parliamentary,0.8089
1958,Costa Rica,354779.0,0.496,462680.0,1,0.7667913028442984,Parliamentary,0.6469
1953,Costa Rica,293678.0,0.5001,396450.0,1,0.7407693277840838,Parliamentary,0.6751
2022,Costa Rica,3541913.0,0.5214,3857810.0,1,0.918114940860229,Presidential,0.5679
2022,Costa Rica,3541910.0,0.5506,3857810.0,1,0.9181141632169547,Presidential,0.5997
2018,Costa Rica,3322329.0,0.606,3643021.0,1,0.9119708615459532,Presidential,0.6645
2018,Costa Rica,3322329.0,0.5992000000000001,3643021.0,1,0.9119708615459532,Presidential,0.657
2014,Costa Rica,3078321.0,0.5339,3257662.0,1,0.9449479411921802,Presidential,0.565
2014,Costa Rica,3065667.0,0.6444,3257662.0,1,0.9410635603079754,Presidential,0.6848000000000001
2010,Costa Rica,2822491.0,0.6227,3132986.0,1,0.9008948651542011,Presidential,0.6912
2006,Costa Rica,2550613.0,0.6396000000000001,2600473.0,1,0.9808265650133648,Presidential,0.6520999999999999
2002,Costa Rica,2279851.0,0.5865,2340978.0,1,0.9738882637940212,Presidential,0.6022
2002,Costa Rica,2279851.0,0.6704000000000001,2340978.0,1,0.9738882637940212,Presidential,0.6884
1998,Costa Rica,2045980.0,0.7372,1942350.0,1,1.053352897263624,Presidential,0.6999
1994,Costa Rica,1881348.0,0.8422,1811890.0,1,1.0383345567335764,Presidential,0.8111
1990,Costa Rica,1692050.0,0.8509,1626900.0,1,1.040045485278751,Presidential,0.8181
1986,Costa Rica,1486474.0,0.8147,1548120.0,1,0.9601800893987547,Presidential,0.8484999999999999
1982,Costa Rica,1261127.0,0.7902,1254960.0,1,1.0049141008478357,Presidential,0.7863
1978,Costa Rica,1058455.0,0.7532,1142100.0,1,0.9267621048944926,Presidential,0.8127
1974,Costa Rica,875041.0,0.7142000000000001,979200.0,1,0.8936284722222222,Presidential,0.7992
1970,Costa Rica,675285.0,0.7565000000000001,743900.0,1,0.9077631402070171,Presidential,0.8334
1966,Costa Rica,554627.0,0.698,646800.0,1,0.8574938157081015,Presidential,0.8140000000000001
1962,Costa Rica,483980.0,0.7145,547820.0,1,0.8834653718374649,Presidential,0.8087000000000001
1958,Costa Rica,354779.0,0.4961,462680.0,1,0.7667913028442984,Presidential,0.647
1953,Costa Rica,293670.0,0.49810000000000004,396450.0,1,0.7407491486946651,Presidential,0.6725
1948,Costa Rica,165564.0,0.2921,340200.0,1,0.4866666666666667,Presidential,0.6002000000000001
2021,Côte d'Ivoire,7359399.0,0.17980000000000002,15503401.0,0,0.47469577804250823,Parliamentary,0.3788
2016,Côte d'Ivoire,6268113.0,0.16149999999999998,13233263.0,0,0.47366344944553734,Parliamentary,0.341
2011,Côte d'Ivoire,5664377.0,0.1816,11401580.0,0,0.4968063198258487,Parliamentary,0.36560000000000004
2000,Côte d'Ivoire,5517613.0,0.23829999999999998,7301400.0,0,0.7556924699372723,Parliamentary,0.3154
1990,Côte d'Ivoire,4408809.0,0.3995,4686800.0,0,0.9406863958351114,Parliamentary,0.42469999999999997
2020,Côte d'Ivoire,6066441.0,0.21760000000000002,15025494.0,0,0.40374319806057624,Presidential,0.539
2015,Côte d'Ivoire,6301189.0,0.2588,12870771.0,0,0.4895735461379897,Presidential,0.5286
2010,Côte d'Ivoire,5780804.0,0.539,8700030.0,0,0.6644579386507863,Presidential,0.8112
2010,Côte d'Ivoire,5784490.0,0.5567,8700030.0,0,0.6648816153507516,Presidential,0.8373
2000,Côte d'Ivoire,5475143.0,0.28059999999999996,7301400.0,0,0.749875777248199,Presidential,0.37420000000000003
1995,Côte d'Ivoire,3800000.0,0.3116,5527080.0,0,0.68752397287537,Presidential,0.4533
1990,Côte d'Ivoire,4408809.0,0.6585,4686800.0,0,0.9406863958351114,Presidential,0.7
2024,Croatia,3733398.0,64.26,3449758.0,0,1.082220260087809,Parliamentary,0.623
2020,Croatia,3701924.0,0.49479999999999996,3508598.0,0,1.0551006413387911,Parliamentary,0.469
2016,Croatia,3763769.0,0.5552,3564675.0,0,1.0558519360109968,Parliamentary,0.5259
2015,Croatia,3788788.0,0.6396000000000001,3602781.0,0,1.051628727918794,Parliamentary,0.6082
2011,Croatia,4504251.0,0.6609,3691302.0,0,1.2202336736468595,Parliamentary,0.5417000000000001
2007,Croatia,4229681.0,0.7084,3557272.0,0,1.1890237800201953,Parliamentary,0.5958
2003,Croatia,4087553.0,0.7195999999999999,3501832.0,0,1.1672613077954626,Parliamentary,0.6164999999999999
2000,Croatia,3685378.0,0.8095,3484951.0,0,1.0575121429253955,Parliamentary,0.7655
1995,Croatia,3634233.0,0.7217,3464230.0,0,1.049073820156283,Parliamentary,0.6879000000000001
1992,Croatia,3558913.0,0.7492,3591750.0,0,0.9908576599150831,Parliamentary,0.7561
1990,Croatia,3544112.0,,,0,,Parliamentary,0.8454
2025,Croatia,3533441.0,0.5538000000000001,2819295.0,0,1.2533065890586121,Presidential,0.44179999999999997
2024,Croatia,3531622.0,0.47119999999999995,3449758.0,0,1.0237303602165717,Presidential,0.4603
2020,Croatia,3734115.0,0.5851,3509518.0,0,1.0639965374162492,Presidential,0.5499
2019,Croatia,3719741.0,0.5402,3525417.0,0,1.0551208552066322,Presidential,0.512
2015,Croatia,3825242.0,0.627,3602781.0,0,1.0617470226472272,Presidential,0.5905
2014,Croatia,3794293.0,0.496,3602781.0,0,1.0531567142160458,Presidential,0.47100000000000003
2010,Croatia,4495528.0,0.6524,3454026.0,0,1.301532762057958,Presidential,0.5013000000000001
2009,Croatia,4495233.0,0.5719,3454026.0,0,1.301447354478513,Presidential,0.43939999999999996
2005,Croatia,4392220.0,0.6344,3533725.0,0,1.2429433529773821,Presidential,0.5104
2005,Croatia,4403933.0,0.6302,3533725.0,0,1.246257985553488,Presidential,0.5057
2000,Croatia,4252921.0,0.7429000000000001,3484951.0,0,1.220367517362511,Presidential,0.6088
2000,Croatia,4251109.0,0.7683,3484951.0,0,1.21984756744069,Presidential,0.6297999999999999
1997,Croatia,4061479.0,0.643,3450370.0,0,1.177114048638262,Presidential,0.5462
1992,Croatia,3575032.0,0.7454999999999999,3591750.0,0,0.9953454444212432,Presidential,0.7490000000000001
2024,Croatia,3524179.0,0.2181,3449750.0,0,1.0215751866077252,EU Parliament,0.21350000000000002
2019,Croatia,3696907.0,0.313,3525417.0,0,1.0486438909212725,EU Parliament,0.2985
2014,Croatia,3767343.0,0.2639,3603250.0,0,1.0455402761395962,EU Parliament,0.25239999999999996
2013,Croatia,3748815.0,0.22699999999999998,3441441.0,0,1.089315493132092,EU Parliament,0.2084
2023,Cuba,8129321.0,0.6798000000000001,9072236.0,0,0.8960658651296108,Parliamentary,0.7587
2018,Cuba,8639989.0,0.8081999999999999,9155857.0,0,0.9436570492527352,Parliamentary,0.8565
2013,Cuba,8668457.0,0.8875,8876808.0,0,0.9765286125372994,Parliamentary,0.9087999999999999
2008,Cuba,8495577.0,0.9224,8924054.0,0,0.9519862833640406,Parliamentary,0.9689
2003,Cuba,8313770.0,0.9098999999999999,8921135.0,0,0.9319184162104934,Parliamentary,0.9764
1998,Cuba,8064205.0,0.8986,8826512.0,0,0.913634400542366,Parliamentary,0.9834999999999999
1993,Cuba,7955170.0,0.9068999999999999,8658146.0,0,0.9188075599556764,Parliamentary,0.9871
1986,Cuba,6865344.0,0.8240999999999999,8135254.0,0,0.8439003871298917,Parliamentary,0.9765999999999999
2021,Cyprus,557836.0,0.3517,1042238.0,0,0.5352289975993967,Parliamentary,0.6572
2016,Cyprus,543186.0,0.39130000000000004,926492.0,1,0.5862824503611472,Parliamentary,0.6674
2011,Cyprus,531463.0,0.4721,885905.0,1,0.5999096968636592,Parliamentary,0.787
2006,Cyprus,501024.0,0.6035,738932.0,1,0.6780380332696379,Parliamentary,0.89
2001,Cyprus,467543.0,0.6768000000000001,633844.0,1,0.7376310259306706,Parliamentary,0.9175
1996,Cyprus,409996.0,0.759,486850.0,1,0.8421402896169251,Parliamentary,0.9013
1991,Cyprus,381323.0,0.7863,457380.0,1,0.8337115746206655,Parliamentary,0.9431
1985,Cyprus,346454.0,0.7795000000000001,420550.0,1,0.8238116751872547,Parliamentary,0.9462
1981,Cyprus,308729.0,0.7284999999999999,405760.0,1,0.7608660291798107,Parliamentary,0.9575
1976,Cyprus,272898.0,0.6225,373930.0,1,0.729810392319418,Parliamentary,0.8529000000000001
1970,Cyprus,263857.0,0.5477000000000001,365400.0,1,0.722104542966612,Parliamentary,0.7585
2023,Cyprus,561273.0,0.3821,1064214.0,0,0.527406141997756,Presidential,0.7245
2023,Cyprus,561273.0,0.3799,1064214.0,0,0.527406141997756,Presidential,0.7204
2018,Cyprus,550876.0,0.4054,1005171.0,0,0.5480420744331064,Presidential,0.7397
2018,Cyprus,550876.0,0.39390000000000003,1005171.0,0,0.5480420744331064,Presidential,0.7188
2013,Cyprus,545493.0,0.49570000000000003,897824.0,1,0.6075723081583918,Presidential,0.8158
2013,Cyprus,545491.0,0.5051,897824.0,1,0.6075700805503083,Presidential,0.8314
2008,Cyprus,516448.0,0.7884,587035.0,1,0.879756743635388,Presidential,0.9084
2008,Cyprus,516441.0,0.7884,587035.0,1,0.8797448193037893,Presidential,0.8962
2003,Cyprus,476758.0,0.7831,551229.0,1,0.8649000687554538,Presidential,0.9055
1998,Cyprus,447046.0,0.8559,487702.0,1,0.9166376188738204,Presidential,0.9337000000000001
1998,Cyprus,446976.0,0.8406,487702.0,1,0.9164940886032864,Presidential,0.9172
1993,Cyprus,393993.0,0.7874,466700.0,1,0.8442104135418899,Presidential,0.9327
1993,Cyprus,393993.0,0.7802,466700.0,1,0.8442104135418899,Presidential,0.9242
2024,Cyprus,683432.0,0.3743,1074619.0,0,0.6359760994361723,EU Parliament,0.5886
2019,Cyprus,641181.0,0.2834,1017878.0,0,0.6299193027062182,EU Parliament,0.4499
2014,Cyprus,606916.0,0.31489999999999996,847441.0,1,0.7161749313521532,EU Parliament,0.4397
2009,Cyprus,526060.0,0.3899,801501.0,1,0.6563435354416276,EU Parliament,0.594
2004,Cyprus,483311.0,0.47159999999999996,742904.0,1,0.6505699255893089,EU Parliament,0.725
2021,Czechia,8275752.0,0.6165999999999999,8777107.0,0,0.9428792425568014,Parliamentary,0.6539
2017,Czechia,8374501.0,0.5806,8774665.0,0,0.9543955239316828,Parliamentary,0.6084
2013,Czechia,8424227.0,0.5932999999999999,8446141.0,0,0.9974054423197529,Parliamentary,0.5948
2010,Czechia,8415892.0,0.6222,8466396.0,0,0.9940347699304403,Parliamentary,0.626
2006,Czechia,8333305.0,0.6512,8250612.0,0,1.0100226504409613,Parliamentary,0.6446999999999999
2002,Czechia,8264484.0,0.5903,8113689.0,0,1.018585257581354,Parliamentary,0.5795
1998,Czechia,8116836.0,0.7673000000000001,7827723.0,0,1.0369344955103803,Parliamentary,0.74
1996,Czechia,7990770.0,0.7757,7859160.0,0,1.0167460644649047,Parliamentary,0.7629
1992,Czechia,11515699.0,0.8376,11640940.0,0,0.9892413327446066,Parliamentary,0.8468000000000001
1990,Czechia,11195596.0,0.9306,11589140.0,0,0.9660420013909574,Parliamentary,0.9632999999999999
2023,Czechia,8242566.0,0.6586,8791334.0,0,0.9375785290378001,Presidential,0.7025
2023,Czechia,8245962.0,0.64,8791334.0,0,0.937964818536072,Presidential,0.6823999999999999
2018,Czechia,8362987.0,0.6344,8776219.0,0,0.9529145751718365,Presidential,0.6657
2018,Czechia,8366433.0,0.5899,8776219.0,0,0.9533072271783555,Presidential,0.6188
2013,Czechia,8434941.0,0.59,8446141.0,0,0.9986739506243147,Presidential,0.5908
2013,Czechia,8435522.0,0.6119,8446141.0,0,0.9987427394356784,Presidential,0.6127
2024,Czechia,8212628.0,0.3408,8783409.0,0,0.9350160057444666,EU Parliament,0.36450000000000005
2019,Czechia,8316737.0,0.2721,8777811.0,0,0.9474727810840311,EU Parliament,0.2872
2014,Czechia,8395132.0,0.1757,8696514.0,0,0.9653445047061385,EU Parliament,0.182
2009,Czechia,8401374.0,0.2968,7989091.0,0,1.0516057458852328,EU Parliament,0.2822
2004,Czechia,8283485.0,0.30870000000000003,7592896.0,0,1.0909519898599955,EU Parliament,0.28300000000000003
2022,Denmark,4269048.0,0.7565000000000001,4748990.0,0,0.8989380899938724,Parliamentary,0.8416
2019,Denmark,4219537.0,0.7637999999999999,4673427.0,0,0.9028785514355954,Parliamentary,0.846
2015,Denmark,4145105.0,0.8034,4431291.0,0,0.9354170150414405,Parliamentary,0.8589
2011,Denmark,4079910.0,0.8183,4374759.0,0,0.9326022302028523,Parliamentary,0.8774
2007,Denmark,4022920.0,0.8320000000000001,4186873.0,0,0.9608411814736201,Parliamentary,0.8659
2005,Denmark,4003616.0,0.8134,4161254.0,0,0.9621176693371758,Parliamentary,0.8454
2001,Denmark,3998957.0,0.8434,4132213.0,0,0.967751904366982,Parliamentary,0.8715
1998,Denmark,3993009.0,0.8312999999999999,4128398.0,0,0.967205439010483,Parliamentary,0.8595
1994,Denmark,3988787.0,0.8173,4111950.0,0,0.9700475443524362,Parliamentary,0.8425
1990,Denmark,3941499.0,0.8042,4060600.0,0,0.9706691129389745,Parliamentary,0.8284999999999999
1988,Denmark,3911897.0,0.8273,4052700.0,0,0.9652569891677153,Parliamentary,0.857
1987,Denmark,3907454.0,0.8584999999999999,3947790.0,0,0.989782637880941,Parliamentary,0.8674
1984,Denmark,3829600.0,0.8604,3936240.0,0,0.9729081560067475,Parliamentary,0.8844
1981,Denmark,3776333.0,0.8628,3841500.0,0,0.9830360536248861,Parliamentary,0.8776999999999999
1979,Denmark,3730650.0,0.8323,3837750.0,0,0.9720930232558139,Parliamentary,0.8562000000000001
1977,Denmark,3522904.0,0.8774,3561600.0,0,0.9891352201257861,Parliamentary,0.887
1975,Denmark,3477621.0,0.8663,3542000.0,0,0.9818241106719368,Parliamentary,0.8823000000000001
1973,Denmark,3460737.0,0.8737,3514000.0,0,0.9848426294820717,Parliamentary,0.8872
1971,Denmark,3332044.0,0.8731,3326200.0,0,1.0017569598941736,Parliamentary,0.8715999999999999
1968,Denmark,3208646.0,0.8798,3256200.0,0,0.9853958602051471,Parliamentary,0.8928
1966,Denmark,3162352.0,0.8845999999999999,3168000.0,0,0.9982171717171717,Parliamentary,0.8861
1964,Denmark,3088269.0,0.8477,3115200.0,0,0.991354969183359,Parliamentary,0.8551000000000001
1960,Denmark,2842336.0,0.8591,2840220.0,0,1.000745012710283,Parliamentary,0.8584
1957,Denmark,2772159.0,0.8209000000000001,2827440.0,0,0.9804483914778033,Parliamentary,0.8373
1953,Denmark,2695554.0,0.7890999999999999,2752470.0,0,0.9793218454697054,Parliamentary,0.8058
1950,Denmark,2516118.0,0.7656999999999999,2690100.0,0,0.9353250808520129,Parliamentary,0.8187000000000001
1947,Denmark,2435306.0,0.7998000000000001,2611980.0,0,0.9323601252689531,Parliamentary,0.8578
1945,Denmark,2381983.0,0.8065000000000001,2548350.0,0,0.9347157964957717,Parliamentary,0.8629000000000001
2024,Denmark,4301255.0,0.5222,4797419.0,0,0.896576888531104,EU Parliament,0.5825
2019,Denmark,4237550.0,0.5991,4673427.0,0,0.9067328964376676,EU Parliament,0.6607999999999999
2014,Denmark,4141329.0,0.5421,4302187.0,0,0.9626101794273471,EU Parliament,0.5632
2009,Denmark,4057100.0,0.5629,4291272.0,0,0.9454306322228001,EU Parliament,0.5954
2004,Denmark,4012663.0,0.4637,4143987.0,0,0.9683097461454392,EU Parliament,0.4789
1999,Denmark,4012440.0,0.49119999999999997,4115878.0,0,0.9748685456663195,EU Parliament,0.5039
1994,Denmark,3994200.0,0.5238,4035809.0,0,0.9896900472742888,EU Parliament,0.5292
1989,Denmark,3923549.0,0.4592,3947406.0,0,0.9939562842028411,EU Parliament,0.462
1984,Denmark,3878600.0,0.5327000000000001,3815589.0,0,1.0165140952026017,EU Parliament,0.524
1979,Denmark,3754423.0,0.48450000000000004,3704348.0,0,1.0135178984263897,EU Parliament,0.478
2023,Djibouti,230295.0,0.2651,642871.0,0,0.3582289448427445,Parliamentary,0.7401000000000001
2018,Djibouti,194000.0,0.2148,558020.0,0,0.3476577900433676,Parliamentary,0.6178
2013,Djibouti,176878.0,0.2682,456162.0,0,0.38775259666521983,Parliamentary,0.6916
2008,Djibouti,151490.0,0.2772,396776.0,0,0.3818023267536343,Parliamentary,0.7261
2003,Djibouti,178617.0,0.23559999999999998,367040.0,0,0.4866417829119442,Parliamentary,0.4842
1997,Djibouti,165942.0,0.2982,316290.0,0,0.5246514274874324,Parliamentary,0.5683
1992,Djibouti,151066.0,0.26280000000000003,278460.0,0,0.5425052072110895,Parliamentary,0.48450000000000004
2021,Djibouti,215687.0,0.2706,609344.0,0,0.35396590431677344,Presidential,0.7644
2016,Djibouti,187000.0,0.2473,523746.0,0,0.3570432996146987,Presidential,0.6926000000000001
2011,Djibouti,152000.0,0.25980000000000003,441504.0,0,0.3442777415380155,Presidential,0.7545000000000001
2005,Djibouti,198332.0,0.5408,360405.0,0,0.5503031311996226,Presidential,0.789
1999,Djibouti,171232.0,0.2901,332151.0,0,0.5155245656343049,Presidential,0.5628
1993,Djibouti,150487.0,0.2611,289640.0,0,0.5195656677254523,Presidential,0.5025999999999999
2022,Dominica,60330.0,0.3398,56105.0,0,1.0753052312628109,Parliamentary,0.316
2019,Dominica,74895.0,0.7273000000000001,55256.0,0,1.355418416099609,Parliamentary,0.5366
2014,Dominica,70541.0,0.9734,40812.0,0,1.728437714397726,Parliamentary,0.5631
2009,Dominica,67223.0,0.9135,40374.0,0,1.6650071828404418,Parliamentary,0.5487
2005,Dominica,65889.0,0.821,47422.0,0,1.389418413394627,Parliamentary,0.5909
2000,Dominica,60266.0,0.8773000000000001,41334.0,0,1.4580248705666037,Parliamentary,0.6017
1995,Dominica,57632.0,0.8240999999999999,45582.0,0,1.264358738098372,Parliamentary,0.6518
1990,Dominica,50557.0,0.7883,42742.0,0,1.1828412334471947,Parliamentary,0.6664
1985,Dominica,45018.0,0.7465999999999999,44960.0,0,1.0012900355871885,Parliamentary,0.7456
1980,Dominica,38452.0,0.8094,38106.0,0,1.0090799349183857,Parliamentary,0.8020999999999999
